Time,Laser Off,Laser Off Err,PCOn,PCOn Err,PCOff,PCOff Err,Laser On,Laser On Err
0.2409999966621399,0.2012056786648805,0.004201916868627624,0.19915329641761018,0.006054676609112394,0.20443394865637954,0.005836327680197161,0.20180272859735932,0.0042043659144026385
0.25700002908706665,0.1980870227371916,0.004273377767010446,0.20081632392781806,0.005989042993492567,0.21499486267205664,0.006026650598320372,0.2079226287729554,0.004248148825960575
0.273000031709671,0.2066460107990891,0.00427541650844699,0.20728279722491694,0.00582026630645405,0.19490833121824727,0.006180519836632261,0.20112287882143873,0.00424396330185681
0.2890000343322754,0.20450397580242058,0.004321481430812189,0.21209746798920123,0.00606873867484629,0.20498434666117482,0.006094346359971017,0.20854553613303395,0.00430027673376515
0.30500003695487976,0.20727050555132634,0.004281093440051635,0.2093535714003457,0.006024188589271951,0.20762927471709455,0.0063340507334805765,0.20849990067958182,0.0043687567186665305
0.3210000395774841,0.1987510273218183,0.004356757344226553,0.19843242892288274,0.006248160860969549,0.20343796593337252,0.006023520019725991,0.20093713425254917,0.004339363766667067
0.3370000123977661,0.2009477237369656,0.0043297302932988465,0.21275450960398615,0.0062208195532691525,0.2120350842421549,0.006020225217064694,0.21239449494628554,0.004328316074925952
0.3530000150203705,0.20432914772757999,0.004317741938675765,0.21575926941670726,0.006050786015106254,0.2083594448510487,0.006300720299347699,0.21207188396170268,0.004367335541157709
0.3690000176429749,0.20277642702127371,0.00436319352638589,0.2077874090818197,0.006145419124828615,0.2068022471357505,0.006018029275686464,0.2072924120347479,0.0043002670092746964
0.3850000202655792,0.2050076308177526,0.0043024373956058745,0.20284319384055904,0.006156343581671991,0.20923821328742545,0.006120348584560904,0.20603473934304087,0.0043405432061070556
0.4010000228881836,0.20498944996641358,0.0041164410333610485,0.20382263550464663,0.00623403768749001,0.2062194583315113,0.006146162958171956,0.20502511969778375,0.004376994896950998
0.417000025510788,0.20688859656891967,0.004388652024132335,0.20765554905019645,0.006067624186316483,0.2031833074418818,0.00622999601552815,0.2054098289929635,0.00434882723032593
0.4330000281333923,0.2012782019806716,0.004375128822842199,0.2025206050306412,0.00605539351767235,0.20035117219071708,0.006066690134119675,0.201437542436263,0.0042857966997626494
0.4490000307559967,0.20122679974523247,0.004351198305057914,0.20744965779344063,0.006266854798363311,0.22240257286314263,0.006324580933645193,0.2149318856914983,0.0044516585200168
0.4650000333786011,0.20878682363220627,0.004498697327013061,0.1944662016116509,0.006047137470627914,0.21901168667498452,0.0063749682364311715,0.20678130822373145,0.004393366882191169
0.4810000061988831,0.20648424479842362,0.0044529708231286925,0.20454649595470942,0.006175065985644119,0.20483352766809648,0.0061811839939259474,0.20468963855098016,0.004368598296804741
0.4970000088214874,0.208008668757305,0.004512641402634043,0.2065957466215931,0.006493209463265861,0.196361391684948,0.00612102443650911,0.20150526396621318,0.004462847792854477
0.512999951839447,0.2071707211928442,0.004362978955499937,0.21303925104897242,0.006177477724742979,0.20553334465972878,0.006304451192602173,0.2092932124987601,0.004413135353967405
0.5289999842643738,0.21252944933413045,0.0044508826812626546,0.20271602986777176,0.006174224222610744,0.20842222749442843,0.006244560680216915,0.20557604243241004,0.004390859000345243
0.5449999570846558,0.20665169638891642,0.004513732626780512,0.19832823666109056,0.006372667716699388,0.2093288052921521,0.006451641987945808,0.20384288026661757,0.004534197194060852
0.5609999895095825,0.20170400962769985,0.004610857230509221,0.20623723718437773,0.006385529951781861,0.20442409544808055,0.006590358715671008,0.20533893354859217,0.004587127863314987
0.5769999623298645,0.20371863783597283,0.004329570605724111,0.207803995198233,0.0063270850817768575,0.2081920083097918,0.006196639598525709,0.20799802714026638,0.00442803695150545
0.5929999947547913,0.20542750662099374,0.0045324066493428695,0.20244276232809663,0.006426686110411992,0.22778984751744386,0.006441274656589709,0.21505832125760582,0.004549254439569047
0.6089999675750732,0.20300803372899484,0.004470677061069656,0.20353290193560772,0.0067069644411516275,0.20722898258752895,0.00629685929696124,0.2053575445299037,0.004603988640421942
0.6249999403953552,0.2039312918179426,0.004600816152384121,0.20063313512219413,0.00638381377351378,0.19205148071026404,0.006569458281398495,0.19636115091217493,0.004579666891719788
0.640999972820282,0.20175742846412736,0.0045732639495081415,0.20895622680951054,0.006639797911116453,0.20390751496636714,0.006432813510093492,0.2064050505002708,0.00462109087337423
0.656999945640564,0.20729354809401998,0.004540647271144249,0.20429710351860347,0.006446064869207003,0.20709523169380187,0.0064349826534573,0.20568959705797066,0.00455423122285843
0.6729999780654907,0.20869863217745083,0.004587249502119558,0.2131552983759607,0.006504009352744821,0.20653597458138237,0.006535560173932365,0.2098356874160627,0.004610289361039126
0.6889999508857727,0.1932771547085678,0.004568418629092427,0.20381776362105558,0.006820757249326538,0.2159443993917489,0.00651412126353919,0.20990906860939357,0.004715056114713721
0.7049999833106995,0.20211545412191217,0.004740356806304731,0.21158893887006058,0.006681117924837895,0.20900899035639262,0.0067040539676231255,0.2102839786384325,0.004732902940454537
0.7209999561309814,0.20539934326455597,0.004704374491638237,0.20040804059199294,0.006776069637236091,0.19573652028854566,0.0067662287064574654,0.19808162594014597,0.004787970629125213
0.7369999885559082,0.2013014141095213,0.004843959460156994,0.20480575230396028,0.006778780879487145,0.1993084139363435,0.006588124928278034,0.2020454535370852,0.004725791779382456
