-0.5,0.876099,0
-0.499,0.875385,0
-0.498,0.874665,0
-0.497,0.873939,0
-0.496,0.873208,0
-0.495,0.87247,0
-0.494,0.871726,0
-0.493,0.870976,0
-0.492,0.87022,0
-0.491,0.869457,0
-0.49,0.868688,0
-0.489,0.867913,0
-0.488,0.867132,0
-0.487,0.866343,0
-0.486,0.865549,0
-0.485,0.864747,0
-0.484,0.863939,0
-0.483,0.863124,0
-0.482,0.862303,0
-0.481,0.861474,0
-0.48,0.860638,0
-0.479,0.859796,0
-0.478,0.858946,0
-0.477,0.858089,0
-0.476,0.857225,0
-0.475,0.856354,0
-0.474,0.855475,0
-0.473,0.854589,0
-0.472,0.853695,0
-0.471,0.852794,0
-0.47,0.851885,0
-0.469,0.850968,0
-0.468,0.850043,0
-0.467,0.849111,0
-0.466,0.84817,0
-0.465,0.847222,0
-0.464,0.846265,0
-0.463,0.845301,0
-0.462,0.844328,0
-0.461,0.843346,0
-0.46,0.842356,0
-0.459,0.841358,0
-0.458,0.840351,0
-0.457,0.839336,0
-0.456,0.838311,0
-0.455,0.837278,0
-0.454,0.836236,0
-0.453,0.835185,0
-0.452,0.834125,0
-0.451,0.833056,0
-0.45,0.831977,0
-0.449,0.830889,0
-0.448,0.829792,0
-0.447,0.828685,0
-0.446,0.827569,0
-0.445,0.826443,0
-0.444,0.825308,0
-0.443,0.824162,0
-0.442,0.823007,0
-0.441,0.821841,0
-0.44,0.820666,0
-0.439,0.81948,0
-0.438,0.818284,0
-0.437,0.817078,0
-0.436,0.815861,0
-0.435,0.814633,0
-0.434,0.813396,0
-0.433,0.812147,0
-0.432,0.810887,0
-0.431,0.809617,0
-0.43,0.808336,0
-0.429,0.807043,0
-0.428,0.80574,0
-0.427,0.804425,0
-0.426,0.803099,0
-0.425,0.801761,0
-0.424,0.800412,0
-0.423,0.799052,0
-0.422,0.797679,0
-0.421,0.796295,0
-0.42,0.794899,0
-0.419,0.793491,0
-0.418,0.792072,0
-0.417,0.790639,0
-0.416,0.789195,0
-0.415,0.787739,0
-0.414,0.78627,0
-0.413,0.784788,0
-0.412,0.783294,0
-0.411,0.781788,0
-0.41,0.780269,0
-0.409,0.778737,0
-0.408,0.777192,0
-0.407,0.775634,0
-0.406,0.774063,0
-0.405,0.772479,0
-0.404,0.770882,0
-0.403,0.769272,0
-0.402,0.767648,0
-0.401,0.766011,0
-0.4,0.764361,0
-0.399,0.762697,0
-0.398,0.761019,0
-0.397,0.759328,0
-0.396,0.757623,0
-0.395,0.755904,0
-0.394,0.754172,0
-0.393,0.752426,0
-0.392,0.750666,0
-0.391,0.748891,0
-0.39,0.747103,0
-0.389,0.745301,0
-0.388,0.743485,0
-0.387,0.741655,0
-0.386,0.73981,0
-0.385,0.737952,0
-0.384,0.736079,0
-0.383,0.734192,0
-0.382,0.732291,0
-0.381,0.730375,0
-0.38,0.728446,0
-0.379,0.726502,0
-0.378,0.724544,0
-0.377,0.722571,0
-0.376,0.720585,0
-0.375,0.718584,0
-0.374,0.716569,0
-0.373,0.71454,0
-0.372,0.712497,0
-0.371,0.71044,0
-0.37,0.708368,0
-0.369,0.706283,0
-0.368,0.704184,0
-0.367,0.702071,0
-0.366,0.699944,0
-0.365,0.697804,0
-0.364,0.69565,0
-0.363,0.693482,0
-0.362,0.691301,0
-0.361,0.689107,0
-0.36,0.6869,0
-0.359,0.684679,0
-0.358,0.682446,0
-0.357,0.6802,0
-0.356,0.677941,0
-0.355,0.67567,0
-0.354,0.673387,0
-0.353,0.671092,0
-0.352,0.668785,0
-0.351,0.666466,0
-0.35,0.664136,0
-0.349,0.661794,0
-0.348,0.659442,0
-0.347,0.657079,0
-0.346,0.654705,0
-0.345,0.652322,0
-0.344,0.649928,0
-0.343,0.647525,0
-0.342,0.645113,0
-0.341,0.642692,0
-0.34,0.640262,0
-0.339,0.637824,0
-0.338,0.635378,0
-0.337,0.632925,0
-0.336,0.630465,0
-0.335,0.627998,0
-0.334,0.625524,0
-0.333,0.623045,0
-0.332,0.620561,0
-0.331,0.618072,0
-0.33,0.615578,0
-0.329,0.613081,0
-0.328,0.61058,0
-0.327,0.608076,0
-0.326,0.60557,0
-0.325,0.603062,0
-0.324,0.600554,0
-0.323,0.598044,0
-0.322,0.595535,0
-0.321,0.593026,0
-0.32,0.590519,0
-0.319,0.588014,0
-0.318,0.585511,0
-0.317,0.583012,0
-0.316,0.580516,0
-0.315,0.578026,0
-0.314,0.575541,0
-0.313,0.573062,0
-0.312,0.57059,0
-0.311,0.568126,0
-0.31,0.56567,0
-0.309,0.563224,0
-0.308,0.560788,0
-0.307,0.558363,0
-0.306,0.55595,0
-0.305,0.55355,0
-0.304,0.551163,0
-0.303,0.54879,0
-0.302,0.546433,0
-0.301,0.544092,0
-0.3,0.541769,0
-0.299,0.539463,0
-0.298,0.537176,0
-0.297,0.534909,0
-0.296,0.532663,0
-0.295,0.530439,0
-0.294,0.528238,0
-0.293,0.52606,0
-0.292,0.523907,0
-0.291,0.521779,0
-0.29,0.519678,0
-0.289,0.517605,0
-0.288,0.51556,0
-0.287,0.513544,0
-0.286,0.511559,0
-0.285,0.509605,0
-0.284,0.507683,0
-0.283,0.505795,0
-0.282,0.503941,0
-0.281,0.502122,0
-0.28,0.500339,0
-0.279,0.498593,0
-0.278,0.496885,0
-0.277,0.495215,0
-0.276,0.493586,0
-0.275,0.491996,0
-0.274,0.490448,0
-0.273,0.488943,0
-0.272,0.48748,0
-0.271,0.486061,0
-0.27,0.484686,0
-0.269,0.483357,0
-0.268,0.482074,0
-0.267,0.480837,0
-0.266,0.479648,0
-0.265,0.478507,0
-0.264,0.477415,0
-0.263,0.476372,0
-0.262,0.475379,0
-0.261,0.474436,0
-0.26,0.473545,0
-0.259,0.472704,0
-0.258,0.471916,0
-0.257,0.47118,0
-0.256,0.470496,0
-0.255,0.469866,0
-0.254,0.469289,0
-0.253,0.468765,0
-0.252,0.468296,0
-0.251,0.46788,0
-0.25,0.467519,0
-0.249,0.467212,0
-0.248,0.46696,0
-0.247,0.466762,0
-0.246,0.466619,0
-0.245,0.466531,0
-0.244,0.466497,0
-0.243,0.466518,0
-0.242,0.466593,0
-0.241,0.466722,0
-0.24,0.466905,0
-0.239,0.467143,0
-0.238,0.467433,0
-0.237,0.467777,0
-0.236,0.468174,0
-0.235,0.468623,0
-0.234,0.469125,0
-0.233,0.469678,0
-0.232,0.470283,0
-0.231,0.470938,0
-0.23,0.471643,0
-0.229,0.472399,0
-0.228,0.473203,0
-0.227,0.474056,0
-0.226,0.474956,0
-0.225,0.475904,0
-0.224,0.476898,0
-0.223,0.477939,0
-0.222,0.479024,0
-0.221,0.480153,0
-0.22,0.481326,0
-0.219,0.482541,0
-0.218,0.483799,0
-0.217,0.485097,0
-0.216,0.486436,0
-0.215,0.487813,0
-0.214,0.48923,0
-0.213,0.490683,0
-0.212,0.492174,0
-0.211,0.4937,0
-0.21,0.495261,0
-0.209,0.496855,0
-0.208,0.498483,0
-0.207,0.500142,0
-0.206,0.501833,0
-0.205,0.503553,0
-0.204,0.505302,0
-0.203,0.50708,0
-0.202,0.508884,0
-0.201,0.510715,0
-0.2,0.51257,0
-0.199,0.51445,0
-0.198,0.516354,0
-0.197,0.518279,0
-0.196,0.520226,0
-0.195,0.522193,0
-0.194,0.524179,0
-0.193,0.526184,0
-0.192,0.528207,0
-0.191,0.530246,0
-0.19,0.532301,0
-0.189,0.534371,0
-0.188,0.536454,0
-0.187,0.538551,0
-0.186,0.54066,0
-0.185,0.54278,0
-0.184,0.54491,0
-0.183,0.54705,0
-0.182,0.549199,0
